;input;path;generated;Lev
28155;person 27 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28156;person 28 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28157;person 29 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28158;person 30 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28159;person 31 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28160;person 32 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28161;person 33 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28162;person 34 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28163;person 35 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28164;person 36 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28165;person 37 1;Ы О Ф Х А Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28166;person 38 1;Ы О М Э В Ж Т Щ У З Г Ц Ф Х А К И О О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;20
28167;person 39 1;Ы О М Э В Ж Т Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;14
28168;person 40 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28169;person 41 1;Ы О М Я Г Ц Ц Г Ц Х А К А К И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;15
28170;person 42 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28171;person 43 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28172;person 44 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28173;person 45 1;Ы О И К А Х Ц Г З Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28174;person 46 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28175;person 47 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28176;person 48 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28177;person 1 1;Ы О М Э В Ж Т Т Щ У З Г Я М М О И К А Д С Ш Р Е Б Р; Ы О Ф Х А Д С Ш Р Т;19
28178;person 2 1;Ы О Ф Х А Д С Ш Р Е Б Е Р Е Б Л И О Ф Ц Г З У Щ Ж В Э Я Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;29
28179;person 3 1;Ы О О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28180;person 4 1;Ы О И К А Д С Ш Р Е Б Л И О М М Э В Ж Щ У З Г Ц Г З У Щ Т Ж В Э М О Ф Х А Х А К Л Б Е Ш Р; Ы О Ф Х А Х Ц Г З Т;39
28181;person 5 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28182;person 6 1;Ы О М Я Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28183;person 7 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28184;person 8 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28185;person 9 1;Ы О М Я Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28186;person 10 1;Ы О М Я Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28187;person 11 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28188;person 12 1;Ы О Ф Ц Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28189;person 13 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28190;person 14 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28191;person 15 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28192;person 16 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28193;person 17 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28194;person 18 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28195;person 19 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28196;person 20 1;Ы О Ф Ц Г Ц Х А К К Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;9
28197;person 21 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28198;person 22 1;Ы О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28199;person 23 1;Ы О М Я Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28200;person 24 1;Ы О Ф Ц Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28201;person 25 1;Ы О М Я Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28202;person 26 1;Ы О М Я Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28203;person 27 1;Ы О Ф Ц Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;8
28204;person 28 1;Ы О М Я Г Ц Ф О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28205;person 29 1;Ы О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;6
28206;person 30 1;Ы О И К А Х Ц Г Я М О Ы Ы О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;12
28207;person 31 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28208;person 32 1;Ы О О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28209;person 33 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28210;person 34 1;Ы О М Я Г Ц Ф О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;10
28211;person 35 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28212;person 36 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28213;person 37 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28214;person 38 1;Ы Ы О М Я Г Ц Х А Д Д А Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;13
28215;person 39 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28216;person 40 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28217;person 41 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28218;person 42 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28219;person 43 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28220;person 44 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28221;person 45 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28222;person 46 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28223;person 47 1;Ы О М Я Г Ц Ц Г Ц Х А Д С Ш Р Е Р; Ы О Ф Х А Х Ц Г З Т;13
28224;person 1 1;Ы О М Э В Ж Т Ж Э Я Г З У Щ Т; Ы О Ф Х А Д С Ш Р Т;13
28225;person 2 1;Ы О И Л И К А К И Л Б Е Р Ш С Д А К И О Ы Ы О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;25
28226;person 3 1;Ы О Ф Х А Д С Ш Р Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;8
28227;person 4 1;Ы О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;4
28228;person 5 1;Ы О Ф Ц Г Я Э М О О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;12
28229;person 6 1;Ы О Ф Ц Г Ц Х А Д С Ш Е Б Л И О М Э Ж Т Щ У З Г Я Э Ж Т; Ы О Ф Х А Х Ц Г З Т;22
28230;person 7 1;Ы О Ф Ц Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28231;person 8 1;Ы О Ф Х А Х Ц Г Ц Ф О Ы Ы О М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;11
28232;person 9 1;Ы О Ф Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28233;person 10 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Е Б Е Р Р Ш Р; Ы О Ф Х А Х Ц Г З Т;14
28234;person 11 1;Ы О Ф Ц Г Я М О О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28235;person 12 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28236;person 13 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28237;person 14 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28238;person 15 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28239;person 16 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28240;person 17 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28241;person 18 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28242;person 19 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28243;person 20 1;Ы О Ф Ц Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28244;person 21 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28245;person 22 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28246;person 23 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28247;person 24 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28248;person 25 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28249;person 1 1;Ы О И К А К А Д С Ш Р; Ы О Ф Х А Д С Ш Р Т;4
28250;person 2 1;Ы О М Э Ж Т Щ У З Г Я М О Ы Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;18
28251;person 3 1;Ы О О Ф Ц Г Ц Г Я Э В Ж Т Щ У З Г Ц Х А Д С Ш Р Е Б Б Е Б Л И О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;32
28252;person 4 1;Ы О Ы О Ф О И О О Л Л Б Е Р Е Р Е Р; Ы О Ф Х А Х Ц Г З Т;15
28253;person 5 1;Ы О М Я Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;9
28254;person 6 1;Ы О Ф Ц Г Ц Х А А Х Ц Г З У Щ Ж В Э М Я Г Ц Г Я Э В Э Я Г Ц Х А А К Л Б Е Ш С Д А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;40
28255;person 7 1;Ы О О И К А А Д С Ш Р Е Б Л И О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;18
28256;person 8 1;Ы О И К А А Х Ц Г Ц Ф О И Л Б Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;13
28257;person 9 1;Ы О Ф Х А Х Ц Г Ц Ф О И Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;8
28258;person 10 1;Ы О Ф Х А Х Ц Г З У Щ Т Ж В Э М О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;12
28259;person 11 1;Ы О Ф Х А Х Ц Г Я М О И Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;8
28260;person 12 1;Ы О Ф Х А Х Ц Г Ц Г Я М О Ы О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;11
28261;person 13 1;Ы О М Ф Х А Х Ц Г Ц Ф О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;8
28262;person 14 1;Ы О Ф Х А Х Ц Г З Г Я М О Ы О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;10
28263;person 15 1;Ы О Ф Х А Х Ц Г З У З Г Ц Ф О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;11
28264;person 16 1;Ы О Ф Х А Х Ц Г Ц Ф О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;7
28265;person 17 1;Ы О Ф Х А Х Ц Г Ц Ф О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;7
28266;person 18 1;Ы О Ф Х А Х Ц Г З У Щ Т Ж В Э М О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;13
28267;person 19 1;Ы О Ф Х А Х Ц Г Я М О Ы О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;9
28268;person 20 1;Ы О Ф Х А Х Ц Г Я М О О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;9
28269;person 21 1;Ы О Ф Х А К А Х Ц Г Я М О О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;11
28270;person 1 1;Ы О М Э Ж В Т; Ы О Ф Х А Д С Ш Р Т;7
28271;person 2 1;Ы О М Я Г З У Щ Т Ж В Э М О И К А Д С Ш Е Б Л И О М Я Г З У Щ Т Ж В Э М О О И Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;38
28272;person 3 1;Ы О Ф Х А Х Ц Г З Г Ц Х А Д С Ш Р Е Л И О О М Э Ж В Т Т Ж Т; Ы О Ф Х А Х Ц Г З Т;21
28273;person 4 1;Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;7
28274;person 5 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28275;person 6 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28276;person 7 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28277;person 8 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28278;person 9 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28279;person 10 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28280;person 11 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28281;person 12 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28282;person 13 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28283;person 14 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28284;person 15 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28285;person 16 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28286;person 17 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28287;person 18 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28288;person 19 1;Ы О Ф Х А А Х Ц Г Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28289;person 20 1;Ы О Ф Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28290;person 21 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28291;person 22 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28292;person 23 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28293;person 24 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28294;person 25 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28295;person 26 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28296;person 27 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28297;person 28 1;Ы О Ф Ц Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;8
28298;person 29 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28299;person 30 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28300;person 31 1;Ы О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;4
28301;person 32 1;Ы О Ф Ц Х А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28302;person 33 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28303;person 1 1;Ы О И И К А Д С Ш Р; Ы О Ф Х А Д С Ш Р Т;3
28304;person 2 1;Ы О М Я Г З У Щ Т Ж В Ж Т; Ы О Ф Х А Х Ц Г З Т;11
28305;person 3 1;Ы О И Л Б Е Р Р Ш С Д А Х Ц Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;13
28306;person 4 1;Ы О М Я Г Ц Ф О Ы Ы О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;12
28307;person 5 1;Ы О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;6
28308;person 6 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28309;person 7 1;Ы О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;6
28310;person 8 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28311;person 9 1;Ы О И К А Х Ц Г Ц Х А Х Ф О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;14
28312;person 10 1;Ы О Ф Ц Г Ц Х А К Л Е Р; Ы О Ф Х А Х Ц Г З Т;7
28313;person 11 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28314;person 12 1;Ы О Ф Х А Х Ц Г Я М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28315;person 13 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28316;person 14 1;Ы О Ф Х А Х Ц Г Я М О О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;8
28317;person 15 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28318;person 16 1;Ы О Ф Х А Х Ц Г Я Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;5
28319;person 17 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28320;person 18 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28321;person 19 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28322;person 20 1;Ы О Ф Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28323;person 21 1;Ы О Ф Ц Г Ц Х А К И Л Е Р; Ы О Ф Х А Х Ц Г З Т;8
28324;person 22 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28325;person 23 1;Ы О М Я Г Ц Х А К И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;10
28326;person 24 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28327;person 25 1;Ы О Ф Х А Х Ц Г Я М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;6
28328;person 26 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28329;person 27 1;Ы О Ф Х А Х Ц Г З У Щ Т Ж В Э М О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;12
28330;person 28 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28331;person 29 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28332;person 30 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28333;person 31 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28334;person 32 1;Ы Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28335;person 33 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28336;person 1 1;Ы О М Э В Ж Т Т; Ы О Ф Х А Д С Ш Р Т;7
28337;person 2 1;Ы О М Я Г З У Щ Т Ж В В Э Я М О И Л К А Д С Ш Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;24
28338;person 3 1;Ы О Ф Ц Г З З Г Ц Х А Д С Ш Е Л И О М Э В Ж Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;27
28339;person 4 1;Ы О М Э В Ж Щ Щ Т Ж В Э Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;17
28340;person 5 1;Ы О М М Э В Ж Т Щ У З Г Ц Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;18
28341;person 6 1;Ы О Ф Ц Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;8
28342;person 7 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28343;person 8 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28344;person 9 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28345;person 10 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28346;person 11 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28347;person 12 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28348;person 13 1;Ы О Ф Ц Г Ц Х А Д А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28349;person 14 1;Ы О Ф Ц Г Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28350;person 15 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28351;person 16 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28352;person 17 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28353;person 18 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28354;person 19 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28355;person 20 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28356;person 21 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28357;person 22 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28358;person 23 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28359;person 24 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28360;person 25 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28361;person 26 1;Ы О Ф Ц Г Г Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28362;person 27 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28363;person 28 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28364;person 29 1;Ы О М Э Ж В Т Щ У З Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;15
28365;person 30 1;Ы О М Э Ж Э М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;12
28366;person 31 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28367;person 32 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28368;person 33 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28369;person 34 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28370;person 35 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28371;person 36 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28372;person 37 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28373;person 38 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28374;person 39 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28375;person 40 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28376;person 41 1;Ы О Ф Ц Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28377;person 42 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28378;person 43 1;Ы О Ф Ц Г З Г Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28379;person 44 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28380;person 45 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28381;person 46 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
